user_id,country,plan_type,acquisition_channel,signup_date,tenure_days,sessions_last_30d,projects_created,team_size,support_tickets_last_90d,nps_score,monthly_spend,churn_probability,is_churned
U02042,FR,free,ads,2024-11-04,58,3,1,20,1,7,0.0,0.40435243247639024,1
U02043,NL,free,organic,2024-12-02,30,3,3,2,0,9,0.0,0.3764463932547125,0
U02044,IT,free,organic,2024-08-22,132,4,1,1,2,19,0.0,0.38149929357849266,0
U02045,US,free,ads,2024-01-09,358,2,1,2,2,17,0.0,0.28701456540904136,1
U02046,DE,pro,referral,2024-12-07,25,4,1,4,0,26,44.53,0.26696152800868495,0
U02047,DE,free,organic,2024-05-09,237,2,7,20,1,-3,0.0,0.33372411296638405,0
U02048,TR,enterprise,ads,2024-09-21,102,11,3,3,0,36,252.15,0.11523243698646934,0
U02049,US,free,organic,2024-06-06,209,2,3,3,0,8,0.0,0.29677847663823587,1
U02050,FR,enterprise,organic,2024-12-18,14,11,2,20,4,41,169.37,0.2594577785453085,0
U02051,IT,free,partner,2024-12-24,8,4,6,2,0,15,0.0,0.3726787943764609,1
U02052,DE,enterprise,organic,2024-01-06,361,5,6,2,0,54,201.97,0.07964217987384034,0
U02053,TR,free,ads,2024-03-27,280,6,2,3,0,12,0.0,0.23948410845710746,0
U02054,DE,free,ads,2024-06-24,191,2,0,5,4,22,0.0,0.44014654029415456,1
U02055,DE,enterprise,organic,2024-10-17,76,2,3,2,1,62,186.94,0.16939363714212205,1
U02056,IT,free,organic,2024-07-12,173,4,1,3,0,7,0.0,0.30271855192697195,0
U02057,CH,free,partner,2024-11-07,55,3,0,20,2,21,0.0,0.4260170493227169,1
U02058,IT,pro,organic,2024-04-29,247,5,3,10,0,29,50.1,0.17454681693956173,0
U02059,TR,free,referral,2024-08-06,148,3,2,20,1,22,0.0,0.337462541667168,1
U02060,DE,free,partner,2024-04-24,252,2,0,2,1,12,0.0,0.3069822041692339,1
U02061,DE,free,organic,2024-05-25,221,1,2,3,0,9,0.0,0.29594445936100156,0
U02062,US,pro,ads,2024-01-27,340,2,2,5,0,65,37.12,0.13428692674483228,0
U02063,DE,free,ads,2024-05-16,230,3,1,5,2,17,0.0,0.34126051720531075,0
U02064,US,enterprise,ads,2024-10-30,63,8,2,4,1,9,213.77,0.1876854208754927,0
U02065,DE,pro,organic,2024-08-20,134,3,0,10,0,50,59.21,0.19891694427381956,0
U02066,CH,pro,ads,2024-03-17,290,6,1,1,0,44,58.82,0.14391501221175743,0
U02067,DE,free,ads,2024-11-24,38,7,6,2,0,18,0.0,0.3341663648788735,1
U02068,DE,pro,ads,2024-12-11,21,4,0,2,0,20,42.72,0.2765125157653046,0
U02069,TR,free,ads,2024-10-29,64,1,2,5,1,12,0.0,0.4075967551033547,1
U02070,NL,pro,organic,2024-10-16,77,3,1,20,1,44,43.96,0.26192336448631287,0
U02071,DE,free,ads,2024-01-02,365,2,2,3,2,28,0.0,0.27066120463556737,1
U02072,CH,pro,organic,2024-05-27,219,9,4,5,1,14,53.91,0.20484611656174762,0
U02073,US,free,ads,2024-10-14,79,3,2,4,2,47,0.0,0.3759620291024458,0
U02074,TR,free,referral,2024-05-22,224,4,3,20,2,18,0.0,0.33652177669289096,0
U02075,FR,free,ads,2024-02-23,313,19,4,20,1,1,0.0,0.20373748530242475,0
U02076,DE,free,referral,2024-10-31,62,1,1,10,1,-14,0.0,0.44682048419503084,0
U02077,SE,free,organic,2024-03-10,297,5,5,2,0,18,0.0,0.23139191303159726,0
U02078,CH,free,organic,2024-12-27,5,7,1,3,0,16,0.0,0.35318413457365433,1
U02079,IT,free,organic,2024-03-31,276,3,3,3,0,21,0.0,0.2467842630560782,0
U02080,NL,pro,organic,2024-08-08,146,13,4,1,1,33,34.36,0.2000971327726011,1
U02081,TR,free,ads,2024-07-11,174,14,0,2,0,39,0.0,0.2122198530511136,0
U02082,TR,free,referral,2024-03-04,303,4,3,5,0,14,0.0,0.23842803774706064,0
U02083,US,pro,referral,2024-03-14,293,5,4,3,0,28,42.94,0.16318496276015826,0
U02084,TR,enterprise,partner,2024-06-10,205,5,2,20,2,51,197.21,0.1487087141354131,0
U02085,DE,free,organic,2024-06-18,197,4,1,1,1,12,0.0,0.32075120218969866,1
U02086,US,free,organic,2024-03-30,277,10,5,3,1,34,0.0,0.22662357597874863,0
U02087,DE,free,organic,2024-06-25,190,2,1,5,0,13,0.0,0.2992142931950091,1
U02088,FR,pro,organic,2024-09-26,97,1,1,1,2,13,58.06,0.33229552157741055,1
U02089,SE,pro,referral,2024-03-14,293,5,4,3,2,47,36.08,0.1974794735933452,0
U02090,CH,pro,organic,2024-09-02,121,9,2,1,0,-10,40.57,0.24262196222179017,0
U02091,CH,free,referral,2024-03-18,289,4,0,2,2,18,0.0,0.3054880041662555,1
U02092,DE,pro,ads,2024-06-08,207,4,0,20,0,40,62.48,0.17833028219686858,0
U02093,DE,free,organic,2024-11-20,42,1,1,4,0,13,0.0,0.37792693261941124,0
U02094,NL,free,partner,2024-04-08,268,2,1,5,0,2,0.0,0.277679569020047,0
U02095,DE,free,referral,2024-04-12,264,2,2,1,0,34,0.0,0.24246104418953823,0
U02096,CH,free,organic,2024-05-12,234,1,7,2,1,12,0.0,0.32158180217975285,0
U02097,FR,pro,ads,2024-04-12,264,4,1,2,0,-11,42.92,0.2126849424895031,0
U02098,NL,pro,ads,2024-01-20,347,2,3,2,0,40,45.32,0.14870799091323927,0
U02099,TR,enterprise,ads,2024-03-23,284,2,1,2,1,45,189.79,0.12462630279696156,0
U02100,TR,free,organic,2024-10-06,87,4,1,4,0,8,0.0,0.34256319898962545,0
U02101,US,enterprise,organic,2024-12-05,27,8,3,5,1,30,257.03,0.16856208045747073,1
U02102,SE,pro,organic,2024-12-31,1,2,5,3,1,39,62.43,0.3000988404565594,0
U02103,US,free,organic,2024-11-27,35,1,1,2,2,6,0.0,0.47310574770402714,0
U02104,TR,pro,organic,2024-05-09,237,19,3,4,0,34,35.15,0.12684527469827922,0
U02105,DE,pro,organic,2024-12-10,22,3,3,4,0,49,40.56,0.24870310973571236,1
U02106,DE,free,referral,2024-11-06,56,1,1,4,0,50,0.0,0.32059438116694416,0
U02107,TR,pro,ads,2024-03-30,277,11,5,2,2,35,47.81,0.18429069540356177,0
U02108,NL,pro,referral,2024-08-01,153,7,2,20,1,18,49.37,0.2368119762798997,1
U02109,NL,pro,organic,2024-05-23,223,21,1,2,0,26,45.2,0.12713919012383754,0
U02110,SE,pro,organic,2024-03-06,301,6,2,3,2,13,61.46,0.21534089217635327,0
U02111,TR,free,referral,2024-03-17,290,2,1,3,2,25,0.0,0.3081277345842273,1
U02112,FR,pro,ads,2024-07-18,167,5,1,1,1,42,54.71,0.21439346334720213,0
U02113,FR,pro,ads,2024-05-23,223,11,1,2,1,39,51.27,0.1727097021511084,0
U02114,US,free,ads,2024-11-12,50,2,0,10,3,10,0.0,0.49345215019001226,1
U02115,IT,free,ads,2024-04-03,273,4,3,5,1,18,0.0,0.27830257140960807,0
U02116,TR,pro,organic,2024-11-01,61,5,1,1,2,36,47.22,0.29960762194008417,0
U02117,NL,free,ads,2024-08-12,142,10,3,4,0,11,0.0,0.2768277954762186,0
U02118,IT,pro,ads,2024-10-18,75,1,6,1,2,34,51.59,0.317975097328702,0
U02119,NL,enterprise,organic,2024-04-12,264,2,1,1,1,47,188.84,0.12834643700764647,0
U02120,IT,free,organic,2024-09-24,99,13,1,5,3,14,0.0,0.38487405004974895,1
U02121,US,free,organic,2024-12-21,11,8,2,3,1,12,0.0,0.3879688706250188,0
U02122,US,free,organic,2024-04-20,256,3,1,20,2,2,0.0,0.34872047227635494,0
U02123,US,free,organic,2024-11-26,36,11,6,3,0,16,0.0,0.31297983979228056,0
U02124,CH,enterprise,ads,2024-09-22,101,1,1,10,1,47,185.59,0.1789006633271926,0
U02125,NL,free,organic,2024-01-04,363,3,0,4,3,13,0.0,0.31896720325554634,0
U02126,US,free,referral,2024-03-26,281,1,2,3,0,14,0.0,0.26343471544592756,1
U02127,IT,pro,organic,2024-10-09,84,4,1,4,1,38,46.33,0.2595666589702513,0
U02128,US,pro,referral,2024-11-24,38,12,5,20,0,41,38.61,0.2069258010192414,0
U02129,IT,free,referral,2024-10-31,62,1,3,1,1,-18,0.0,0.45275990617792766,0
U02130,IT,pro,referral,2024-04-27,249,12,1,3,0,37,46.21,0.142251339636739,0
U02131,CH,free,organic,2024-08-09,145,18,1,1,0,23,0.0,0.22007280177304575,0
U02132,NL,pro,organic,2024-06-03,212,2,2,4,0,52,38.4,0.18130936546468665,0
U02133,TR,free,referral,2024-06-02,213,2,1,4,1,22,0.0,0.3124293020663848,0
U02134,US,free,organic,2024-01-13,354,5,3,10,0,10,0.0,0.21799315335748773,1
U02135,CH,pro,organic,2024-05-13,233,8,3,5,0,47,49.22,0.15261212727576015,0
U02136,IT,free,ads,2024-10-31,62,1,1,1,0,17,0.0,0.36211589589436816,0
U02137,SE,free,ads,2024-10-20,73,2,2,1,0,14,0.0,0.3542055723888377,0
U02138,US,enterprise,ads,2024-10-27,66,30,4,4,0,38,234.99,0.07755579124641715,0
U02139,NL,pro,organic,2024-08-16,138,6,5,2,0,43,43.29,0.19560843474296788,0
U02140,IT,free,organic,2024-09-28,95,3,2,3,1,8,0.0,0.38356159233779724,1
U02141,DE,pro,partner,2024-02-13,323,3,3,2,0,35,43.15,0.15626641899435695,0
U02142,NL,pro,partner,2024-12-09,23,10,4,10,1,37,50.74,0.25220987534845435,0
U02143,US,pro,referral,2024-11-22,40,10,2,4,1,12,51.53,0.27375609136189033,1
U02144,DE,free,partner,2024-10-29,64,8,4,3,0,49,0.0,0.27674025433920907,1
U02145,IT,pro,partner,2024-12-30,2,9,1,2,0,34,56.12,0.23656598999679068,1
U02146,FR,pro,referral,2024-01-22,345,5,4,4,0,19,63.58,0.15000071170087476,0
U02147,TR,pro,ads,2024-04-17,259,16,3,3,1,33,34.5,0.1520599675843199,0
U02148,US,free,organic,2024-12-02,30,3,0,4,1,18,0.0,0.40323775243934795,0
U02149,IT,pro,organic,2024-10-30,63,5,1,4,1,37,57.79,0.2598684085680165,0
U02150,CH,free,ads,2024-04-27,249,5,2,1,2,-7,0.0,0.35161916114407155,0
U02151,SE,pro,referral,2024-05-04,242,10,2,1,0,25,42.4,0.1617311651907401,0
U02152,IT,enterprise,ads,2024-10-08,85,7,2,3,3,24,210.84,0.22512607816995953,0
U02153,TR,free,organic,2024-10-19,74,3,0,2,0,39,0.0,0.31408341100898257,0
U02154,FR,free,ads,2024-07-22,163,20,2,1,0,28,0.0,0.1992006196836048,1
U02155,IT,free,organic,2024-02-21,315,1,2,1,0,23,0.0,0.2392650916702712,0
U02156,CH,pro,organic,2024-09-28,95,3,2,5,1,19,50.61,0.28124296137635574,0
U02157,US,free,organic,2024-11-20,42,1,1,20,3,-3,0.0,0.5243914327107326,1
U02158,TR,pro,ads,2024-10-04,89,6,2,20,2,49,62.93,0.25976092433704967,0
U02159,TR,pro,organic,2024-05-21,225,0,0,20,1,16,47.29,0.24714236083159705,1
U02160,CH,pro,organic,2024-10-02,91,15,3,4,1,38,44.9,0.202277446513654,1
U02161,TR,pro,referral,2024-10-17,76,9,2,20,1,49,57.84,0.22089644087467036,0
U02162,US,free,ads,2024-11-30,32,6,1,1,0,-10,0.0,0.382264332642958,0
U02163,US,enterprise,ads,2024-02-22,314,5,3,4,1,35,193.1,0.11441769778336158,0
U02164,DE,free,ads,2024-01-28,339,5,4,5,0,21,0.0,0.2123993190639019,0
U02165,US,free,referral,2024-06-06,209,8,1,20,1,18,0.0,0.2837713519504234,0
U02166,SE,free,organic,2024-08-27,127,1,4,2,2,19,0.0,0.40436147289747215,1
U02167,TR,pro,ads,2024-06-05,210,2,4,4,2,44,52.06,0.24081909858643882,0
U02168,US,pro,ads,2024-10-18,75,8,3,3,2,36,39.04,0.27909746144051567,1
U02169,TR,free,referral,2024-05-16,230,4,1,3,1,21,0.0,0.293872359406473,0
U02170,NL,pro,organic,2024-05-24,222,3,2,3,3,28,63.38,0.2764747244635267,0
U02171,NL,pro,organic,2024-04-16,260,13,2,10,0,35,45.78,0.1374899747025431,0
U02172,DE,free,organic,2024-06-07,208,3,0,10,2,-4,0.0,0.38143477171177564,0
U02173,CH,pro,ads,2024-05-26,220,1,0,3,2,55,38.57,0.23474141437285656,1
U02174,CH,free,ads,2024-01-03,364,5,1,2,1,12,0.0,0.2414674537946452,0
U02175,CH,free,organic,2024-03-18,289,5,1,10,3,25,0.0,0.3263073717529358,0
U02176,DE,pro,ads,2024-05-12,234,2,1,20,2,27,50.44,0.2505530615108249,1
U02177,FR,free,referral,2024-03-31,276,1,2,1,0,18,0.0,0.2609120803218018,0
U02178,DE,free,organic,2024-12-11,21,2,1,3,0,3,0.0,0.39636572665052067,0
U02179,TR,pro,organic,2024-12-16,16,5,1,5,1,39,41.6,0.2840747882407527,0
U02180,US,pro,ads,2024-09-20,103,17,0,20,1,20,39.53,0.20806253913498637,0
U02181,IT,pro,ads,2024-12-17,15,4,4,3,0,35,56.09,0.25644563082011995,0
U02182,NL,free,ads,2024-04-18,258,9,1,5,1,48,0.0,0.22416981625413246,0
U02183,FR,free,organic,2024-03-15,292,2,0,20,1,23,0.0,0.27529186647286913,0
U02184,TR,pro,ads,2024-02-09,327,9,1,3,1,12,63.49,0.16805006490836902,0
U02185,CH,free,organic,2024-06-08,207,1,5,10,0,18,0.0,0.2911097211245137,0
U02186,IT,free,organic,2024-03-12,295,1,2,2,2,17,0.0,0.32222966626559724,1
U02187,US,free,partner,2024-11-08,54,2,1,5,2,2,0.0,0.4616686942384491,0
U02188,DE,pro,ads,2024-08-29,125,2,1,20,2,10,53.43,0.31852874007733806,1
U02189,US,free,ads,2024-10-25,68,2,2,4,1,43,0.0,0.3550353312230984,0
U02190,FR,free,ads,2024-02-06,330,2,2,3,1,8,0.0,0.27663303596159816,0
U02191,IT,free,organic,2024-03-25,282,2,3,1,1,8,0.0,0.29817169339187244,1
U02192,NL,free,ads,2024-09-20,103,8,1,2,1,25,0.0,0.323988541872139,0
U02193,DE,free,organic,2024-11-06,56,1,1,5,2,-10,0.0,0.48557691894257976,0
U02194,NL,free,organic,2024-06-21,194,4,2,20,0,19,0.0,0.27839980251520646,0
U02195,DE,free,ads,2024-06-22,193,2,0,10,2,26,0.0,0.3538212806319616,0
U02196,US,free,ads,2024-12-28,4,8,2,5,1,14,0.0,0.3887628324207134,0
U02197,IT,free,organic,2024-02-17,319,3,2,1,1,13,0.0,0.26984342773919695,0
U02198,FR,free,ads,2024-05-21,225,5,2,5,1,30,0.0,0.279288529144081,0
U02199,TR,free,ads,2024-04-28,248,1,2,10,0,26,0.0,0.2634985133110651,1
U02200,DE,free,organic,2024-10-04,89,3,3,2,2,-17,0.0,0.4639026922586932,1
U02201,TR,free,organic,2024-08-02,152,5,2,20,1,7,0.0,0.3429910074013673,1
U02202,CH,free,ads,2024-08-08,146,3,1,1,2,20,0.0,0.37952322509934266,1
U02203,US,enterprise,organic,2024-01-27,340,8,3,3,2,34,165.21,0.12328381966225418,0
U02204,NL,free,ads,2024-01-10,357,5,0,2,0,10,0.0,0.21687431934497603,0
U02205,CH,enterprise,organic,2024-09-28,95,37,1,20,1,60,156.79,0.07230226741272497,1
U02206,IT,free,referral,2024-01-11,356,8,3,4,1,6,0.0,0.23576812895239493,1
U02207,DE,free,referral,2024-05-01,245,2,3,3,4,45,0.0,0.37826392566885214,1
U02208,TR,pro,organic,2024-05-05,241,8,1,20,1,29,53.71,0.18758072982780158,0
U02209,CH,free,organic,2024-06-19,196,5,1,1,0,-42,0.0,0.34998651783171836,0
U02210,CH,free,referral,2024-03-13,294,14,2,2,0,6,0.0,0.20155400571510612,0
U02211,DE,enterprise,ads,2024-06-01,214,6,1,3,0,44,223.57,0.10573285281343403,0
U02212,CH,free,organic,2024-07-27,158,4,3,1,1,28,0.0,0.3184634271189137,0
U02213,SE,free,referral,2024-02-19,317,1,3,20,0,18,0.0,0.2439588200248275,0
U02214,IT,free,organic,2024-06-03,212,2,3,4,2,1,0.0,0.3789686622512987,1
U02215,TR,enterprise,organic,2024-12-13,19,4,3,2,1,44,216.7,0.18676952436177396,0
U02216,FR,pro,organic,2024-10-20,73,15,2,2,0,14,52.56,0.202596490942577,0
U02217,US,free,ads,2024-03-09,298,7,4,3,2,-1,0.0,0.30747924724101927,0
U02218,IT,free,organic,2024-02-20,316,3,3,5,0,23,0.0,0.2287278551067958,0
U02219,US,pro,ads,2024-06-01,214,5,1,2,2,24,50.3,0.24629627466713952,0
U02220,NL,free,ads,2024-01-20,347,6,2,2,1,9,0.0,0.2464395293004182,1
U02221,DE,free,ads,2024-04-10,266,1,0,4,0,10,0.0,0.2746183562303114,0
U02222,CH,pro,organic,2024-03-01,306,8,0,1,2,35,60.84,0.18371302944825194,0
U02223,IT,free,ads,2024-06-16,199,3,0,5,1,7,0.0,0.332610121641239,0
U02224,CH,pro,organic,2024-07-21,164,5,4,3,0,40,53.17,0.19096421547432743,1
U02225,CH,pro,organic,2024-12-11,21,4,1,3,1,37,55.36,0.2846324186660052,1
U02226,US,pro,ads,2024-05-26,220,4,2,3,0,13,50.63,0.2024124354652893,0
U02227,DE,free,ads,2024-06-13,202,1,1,2,0,21,0.0,0.2896588264053893,1
U02228,TR,free,ads,2024-08-30,124,0,3,2,2,25,0.0,0.4040910788208744,0
U02229,TR,free,organic,2024-03-10,297,2,1,3,0,-8,0.0,0.27696576320114225,1
U02230,TR,free,ads,2024-06-24,191,2,3,2,0,20,0.0,0.29003091453268404,0
U02231,US,free,organic,2024-02-19,317,8,7,4,0,31,0.0,0.1966745474095907,0
U02232,CH,free,ads,2024-04-18,258,3,0,4,0,11,0.0,0.2657321352584911,0
U02233,NL,free,organic,2024-08-14,140,1,6,3,1,6,0.0,0.3764873603925815,1
U02234,TR,free,organic,2024-06-10,205,1,1,1,0,25,0.0,0.28340843297315504,0
U02235,TR,free,organic,2024-04-29,247,7,0,20,0,10,0.0,0.24983676491972032,0
U02236,FR,free,organic,2024-05-29,217,10,3,10,0,22,0.0,0.23314533219168593,0
U02237,IT,free,referral,2024-05-30,216,0,0,20,0,25,0.0,0.28426061117765816,0
U02238,DE,free,ads,2024-10-20,73,2,1,3,0,40,0.0,0.31938407777360617,0
U02239,US,pro,partner,2024-05-23,223,1,1,1,0,42,47.02,0.18847121261613595,0
U02240,TR,pro,referral,2024-06-09,206,2,1,3,0,20,38.54,0.2137241558072447,0
U02241,NL,free,ads,2024-01-12,355,7,2,3,1,10,0.0,0.2369401746624446,0
U02242,SE,free,referral,2024-05-18,228,3,1,5,0,-2,0.0,0.29470699835296377,0
U02243,CH,free,referral,2024-03-19,288,2,3,5,0,11,0.0,0.25848904004245815,0
U02244,CH,free,referral,2024-03-18,289,0,0,3,1,23,0.0,0.288073705687526,0
U02245,CH,free,organic,2024-09-11,112,2,2,20,0,-13,0.0,0.3718979361448475,0
U02246,IT,enterprise,organic,2024-09-15,108,6,2,1,1,15,193.8,0.18174967170560838,0
U02247,FR,free,ads,2024-11-16,46,5,4,20,0,33,0.0,0.32293169114649617,1
U02248,FR,pro,organic,2024-10-18,75,1,0,5,1,34,56.79,0.280938096872098,0
U02249,TR,free,ads,2024-09-20,103,4,2,3,0,25,0.0,0.3123918130345331,1
U02250,DE,free,ads,2024-03-26,281,7,1,5,0,16,0.0,0.22970041166101884,0
U02251,IT,free,partner,2024-05-26,220,5,2,5,0,19,0.0,0.2615937903219686,0
U02252,IT,pro,ads,2024-11-19,43,3,1,2,0,44,47.9,0.24309983731856838,1
U02253,FR,free,organic,2024-02-12,324,7,0,3,0,-13,0.0,0.24411493252097655,0
U02254,DE,free,ads,2024-05-05,241,7,5,3,3,4,0.0,0.3657872782920906,0
U02255,FR,enterprise,ads,2024-06-16,199,3,4,3,2,58,202.82,0.150861965597077,0
U02256,US,free,organic,2024-08-29,125,1,1,2,2,22,0.0,0.40108622497774804,0
U02257,US,free,ads,2024-10-07,86,3,3,3,1,31,0.0,0.35600821347041395,0
U02258,CH,free,partner,2024-07-07,178,2,4,3,0,15,0.0,0.3022216617821357,0
U02259,US,free,ads,2024-10-29,64,2,1,4,1,26,0.0,0.38078653959092235,0
U02260,US,free,ads,2024-01-20,347,8,1,3,1,9,0.0,0.2360792690046071,0
U02261,FR,free,ads,2024-03-09,298,3,0,4,2,-4,0.0,0.3360999412825432,0
U02262,CH,free,ads,2024-08-06,148,2,5,4,1,30,0.0,0.33307260350866735,0
U02263,TR,free,ads,2024-04-12,264,5,3,10,0,8,0.0,0.25575704811559585,0
U02264,US,pro,organic,2024-02-12,324,5,4,3,2,29,60.41,0.19637508369597192,0
U02265,DE,pro,organic,2024-10-15,78,1,0,10,0,32,55.21,0.25011474527570055,0
U02266,CH,free,ads,2024-06-16,199,2,2,1,0,18,0.0,0.2888926668932438,0
U02267,SE,free,ads,2024-04-19,257,1,2,20,1,20,0.0,0.3004989748717596,0
U02268,DE,free,referral,2024-02-06,330,11,2,20,0,16,0.0,0.19300390334801854,0
U02269,IT,free,organic,2024-08-20,134,3,2,3,1,0,0.0,0.37473940528484573,0
U02270,IT,free,organic,2024-08-17,137,4,2,20,2,4,0.0,0.4003160901565508,0
U02271,US,free,organic,2024-12-19,13,1,4,10,1,3,0.0,0.4481549151839489,1
U02272,DE,enterprise,organic,2024-06-13,202,3,3,1,0,58,152.53,0.12233116551487107,0
U02273,US,free,referral,2024-03-14,293,5,2,4,2,1,0.0,0.31943534625013,0
U02274,DE,enterprise,referral,2024-05-16,230,16,6,20,2,27,231.62,0.11573984564543938,0
U02275,DE,free,ads,2024-12-19,13,4,3,2,1,17,0.0,0.4068424452130849,1
U02276,US,free,ads,2024-03-11,296,2,3,20,0,10,0.0,0.2562844084469498,0
U02277,IT,free,organic,2024-07-15,170,13,2,2,0,15,0.0,0.24406381005406497,0
U02278,SE,free,referral,2024-09-26,97,5,1,4,0,12,0.0,0.32604846398955506,0
U02279,DE,free,ads,2024-02-19,317,5,1,3,1,28,0.0,0.24275441759079971,0
U02280,CH,free,organic,2024-11-12,50,6,2,3,1,-3,0.0,0.40257827538029645,0
U02281,DE,enterprise,organic,2024-05-10,236,39,5,2,1,42,218.77,0.050722880984573955,0
U02282,CH,free,organic,2024-01-06,361,2,2,3,1,20,0.0,0.24952073431098806,0
U02283,SE,free,ads,2024-01-28,339,4,0,3,0,-2,0.0,0.24154617920128876,0
U02284,NL,pro,ads,2024-06-09,206,4,2,3,0,24,39.07,0.20032731000124263,0
U02285,DE,pro,ads,2024-05-29,217,17,2,20,2,22,60.0,0.18672755502789426,0
U02286,TR,pro,ads,2024-09-21,102,9,4,10,1,-1,44.54,0.270571911603137,0
U02287,US,free,ads,2024-08-18,136,4,0,1,0,15,0.0,0.30974969945512837,0
U02288,IT,free,organic,2024-07-19,166,4,2,20,0,27,0.0,0.28109366022181625,0
U02289,DE,free,referral,2024-02-20,316,3,2,4,0,-11,0.0,0.2666847588940244,0
U02290,NL,free,organic,2024-03-08,299,0,1,4,1,12,0.0,0.29719816577156183,0
U02291,SE,free,organic,2024-10-27,66,2,3,2,1,26,0.0,0.37975348920481633,0
U02292,SE,free,organic,2024-02-28,308,3,2,2,1,12,0.0,0.2758168021279681,1
U02293,FR,enterprise,ads,2024-09-16,107,6,3,1,1,55,198.4,0.14789091888153386,0
U02294,US,enterprise,ads,2024-12-08,24,31,0,10,0,12,193.61,0.10190133646417905,0
U02295,IT,free,ads,2024-11-22,40,4,2,3,0,10,0.0,0.3633441519142076,0
U02296,DE,free,referral,2024-05-10,236,2,0,1,1,3,0.0,0.32624950705280703,1
U02297,DE,free,partner,2024-08-03,151,6,0,3,1,-4,0.0,0.35203556985777995,0
U02298,US,free,organic,2024-06-21,194,1,0,2,0,48,0.0,0.2608592516419897,1
U02299,FR,free,organic,2024-09-15,108,1,3,4,0,19,0.0,0.33648135523408956,1
U02300,FR,enterprise,organic,2024-04-12,264,6,3,2,0,55,157.09,0.10136495321932519,0
U02301,NL,free,organic,2024-07-28,157,14,1,20,0,20,0.0,0.23860623834499603,0
U02302,NL,free,organic,2024-10-18,75,3,0,5,2,45,0.0,0.38084670598726594,0
U02303,SE,free,organic,2024-12-20,12,2,1,3,0,27,0.0,0.3670472607191912,1
U02304,IT,enterprise,referral,2024-10-13,80,4,0,2,0,15,191.0,0.1754016893522268,1
U02305,FR,enterprise,organic,2024-04-26,250,5,2,5,0,54,182.38,0.10284027020389733,0
U02306,TR,pro,organic,2024-09-21,102,3,0,1,1,45,56.25,0.24590910178577927,0
U02307,IT,free,partner,2024-05-30,216,6,6,1,1,10,0.0,0.30225781329763096,0
U02308,SE,free,organic,2024-10-27,66,6,3,4,1,37,0.0,0.33854113013909337,0
U02309,NL,free,organic,2024-02-06,330,2,4,2,0,6,0.0,0.24677417393993673,1
U02310,DE,free,organic,2024-11-29,33,3,3,4,2,-7,0.0,0.4795361506880358,1
U02311,DE,pro,referral,2024-10-14,79,3,2,3,2,32,49.46,0.30739080557585097,0
U02312,US,free,organic,2024-10-30,63,0,2,1,1,16,0.0,0.40916566249457875,0
U02313,US,free,organic,2024-11-07,55,3,0,4,2,6,0.0,0.4481569115135835,0
U02314,NL,free,ads,2024-07-27,158,3,0,4,0,43,0.0,0.2710687329793352,1
U02315,IT,free,referral,2024-04-16,260,2,2,3,2,1,0.0,0.35454195875598454,1
U02316,DE,free,organic,2024-06-07,208,1,2,2,1,44,0.0,0.2928617250647783,0
U02317,IT,free,organic,2024-05-01,245,1,4,20,0,6,0.0,0.2887858466771611,0
U02318,DE,free,referral,2024-02-25,311,3,0,4,2,-2,0.0,0.32712522039696806,1
U02319,DE,free,referral,2024-01-13,354,6,0,4,0,3,0.0,0.220337318867164,0
U02320,NL,enterprise,referral,2024-05-25,221,0,4,3,0,43,227.98,0.12098386464829919,0
U02321,CH,free,ads,2024-05-16,230,2,4,10,0,1,0.0,0.29593864327878383,1
U02322,CH,free,organic,2024-01-04,363,2,2,20,1,40,0.0,0.22696060238525723,0
U02323,DE,free,ads,2024-05-24,222,5,1,4,0,50,0.0,0.2265168111321923,0
U02324,IT,pro,ads,2024-01-31,336,3,0,1,0,34,52.42,0.15101150408957972,0
U02325,FR,pro,referral,2024-08-25,129,1,3,3,1,30,49.36,0.26506547161170596,0
U02326,US,free,referral,2024-10-06,87,1,2,4,0,20,0.0,0.3454756066370394,0
U02327,FR,free,organic,2024-12-14,18,2,0,10,0,20,0.0,0.3737749747533264,0
U02328,CH,enterprise,ads,2024-04-25,251,21,4,2,1,27,243.06,0.08243394933333273,0
U02329,IT,pro,ads,2024-04-14,262,2,1,4,1,6,35.2,0.2371737624810637,1
U02330,TR,free,organic,2024-04-28,248,8,2,1,0,32,0.0,0.22063379643713868,1
U02331,IT,free,ads,2024-01-06,361,4,0,3,0,23,0.0,0.20710901891318928,0
U02332,FR,free,organic,2024-12-26,6,2,1,2,1,18,0.0,0.4228492369379298,0
U02333,IT,pro,organic,2024-09-05,118,3,2,1,1,35,50.0,0.25283742975814893,0
U02334,US,free,referral,2024-12-30,2,1,3,5,0,5,0.0,0.4103096505278604,0
U02335,DE,free,ads,2024-11-17,45,9,2,3,0,5,0.0,0.3355146715338109,1
U02336,US,free,organic,2024-05-01,245,1,2,2,0,19,0.0,0.2730330459144926,0
U02337,NL,free,referral,2024-10-13,80,3,1,1,0,19,0.0,0.33754626835680407,1
U02338,US,pro,organic,2024-05-29,217,6,0,20,1,69,52.11,0.16889100464811316,0
U02339,TR,enterprise,ads,2024-03-25,282,7,3,1,1,21,237.04,0.11569881610871709,1
U02340,SE,free,ads,2024-08-19,135,2,4,10,1,16,0.0,0.3585121843676729,0
